id,age,height,TVCM,SNS,sports,history,purchase
2233,42,136,1,1,1,0,1
2234,27,142,1,1,1,0,1
2235,49,168,0,1,1,0,0
2236,45,168,1,0,1,0,1
2237,52,155,0,1,0,0,0
2238,55,163,0,0,0,0,0
2239,36,173,1,1,1,0,1
2240,36,145,0,,1,1,1
2241,45,147,,1,0,0,1
2242,42,161,1,1,1,0,1
2243,,195,1,1,1,0,1
2244,19,195,1,0,0,0,0
2245,55,151,1,1,1,0,1
2246,51,160,1,1,1,0,1
2247,41,,0,1,0,0,0
2248,59,176,0,1,1,0,0
2249,50,163,1,1,1,0,1
2250,,160,0,1,0,0,0
2251,34,157,0,1,0,0,0
2252,45,151,1,1,1,0,1
2253,30,186,1,1,0,0,1
2254,,156,1,1,0,0,1
2255,58,162,0,0,0,0,0
2256,46,182,1,1,1,0,1
2257,40,147,0,,1,0,0
2258,56,153,1,0,1,0,1
2259,,169,0,1,,0,0
2260,59,177,1,,0,0,1
2261,37,172,,1,0,0,1
2262,55,169,0,1,1,0,0
2263,29,143,1,1,1,,1
2264,55,172,1,1,1,0,1
2265,38,147,0,1,1,,1
2266,52,164,0,0,0,0,0
2267,41,188,1,0,1,0,1
2268,19,181,1,0,1,0,1
2269,58,169,1,1,,0,1
2270,39,167,1,1,1,0,1
2271,55,166,1,0,0,0,1
2272,,177,0,1,1,0,0
2273,42,170,0,1,1,0,0
2274,42,149,0,0,0,0,0
2275,37,210,0,0,1,0,0
2276,59,165,1,0,1,0,1
2277,48,190,1,0,0,0,0
2278,45,161,1,1,1,1,1
2279,50,,0,,0,0,0
2280,32,172,1,1,0,0,0
2281,43,135,0,,0,0,0
2282,31,137,0,1,0,0,0
2283,,192,0,1,0,0,0
2284,54,159,0,,0,0,0
2285,42,146,1,1,1,0,1
2286,21,181,0,1,0,0,0
2287,47,,1,1,1,0,1
2288,49,187,1,,0,0,1
2289,46,193,0,1,1,0,0
2290,30,164,1,0,0,0,0
2291,20,172,1,1,1,0,1
2292,26,173,1,1,0,1,1
2293,58,150,1,0,0,0,1
2294,33,161,1,0,0,0,0
2295,55,146,1,1,0,1,1
2296,25,162,0,0,0,0,0
2297,36,127,1,1,0,0,0
2298,56,161,,,1,0,1
2299,54,157,1,0,0,0,0
2300,36,135,0,1,0,0,0
2301,26,193,0,1,0,0,0
2302,39,164,0,0,1,0,0
2303,22,177,0,0,1,0,0
2304,57,155,1,0,1,0,1
2305,59,181,0,0,0,0,0
2306,31,176,0,1,,0,0
2307,,186,1,0,0,0,0
2308,27,,1,1,0,0,1
2309,,147,1,1,1,0,1
2310,22,176,0,1,1,0,1
2311,42,180,0,0,1,,0
2312,43,215,0,1,1,0,0
2313,51,176,1,1,0,1,1
2314,,152,1,1,1,0,1
2315,32,169,,1,0,0,0
2316,32,161,0,1,1,0,0
2317,25,149,1,1,1,0,1
2318,53,,0,1,,0,0
2319,31,181,0,1,0,0,0
2320,26,169,1,0,,0,1
2321,56,162,,0,1,1,1
2322,32,163,0,1,1,0,0
2323,35,183,1,1,0,0,1
2324,31,169,1,0,0,0,0
2325,41,169,1,1,1,,1
2326,44,153,1,1,1,0,1
2327,49,182,0,1,0,0,0
2328,41,194,0,1,0,0,0
2329,55,145,0,,0,0,0
2330,47,163,1,1,0,0,0
2331,43,169,0,1,1,0,0
2332,35,,0,1,1,0,0
2333,50,,1,1,1,0,1
2334,44,175,0,1,0,0,0
2335,36,169,0,1,1,0,1
2336,42,165,1,1,1,0,1
2337,57,167,1,0,0,0,0
2338,29,167,0,0,1,0,0
2339,57,176,0,0,1,0,0
2340,24,169,1,0,0,0,0
2341,22,163,,1,0,0,0
2342,57,155,1,0,0,0,0
2343,39,132,,1,1,0,0
2344,21,146,0,1,1,0,0
2345,27,169,0,1,0,0,0
2346,54,175,1,1,0,1,1
2347,42,175,1,1,0,0,0
2348,25,166,0,,0,0,0
2349,,159,1,,1,0,1
2350,30,154,1,1,0,0,1
2351,40,149,0,1,,,0
2352,19,173,0,1,,0,0
2353,25,172,0,1,0,0,0
2354,20,167,0,1,0,0,0
2355,54,175,1,0,1,0,1
2356,50,171,1,1,1,0,1
2357,38,168,0,1,1,0,0
2358,,172,1,0,1,0,1
2359,39,161,1,,0,0,0
2360,48,172,1,1,0,1,1
2361,53,146,0,1,1,0,0
2362,35,155,0,1,,,0
2363,35,168,0,1,1,,0
2364,49,158,1,0,0,0,0
2365,43,162,0,0,0,0,0
2366,57,173,1,1,0,0,1
2367,43,171,1,1,0,,1
2368,47,164,1,1,1,1,1
2369,21,156,0,1,0,0,0
2370,38,,0,0,0,0,0
2371,25,197,1,1,0,,1
2372,33,141,1,1,0,0,0
2373,26,,0,1,1,0,0
2374,41,151,,1,1,0,1
2375,27,197,1,0,0,0,0
2376,19,170,,,0,0,1
2377,39,165,0,0,1,0,0
2378,31,133,,1,0,0,1
2379,,177,1,1,1,0,1
2380,45,185,1,1,1,0,1
2381,43,178,,1,1,1,1
2382,35,180,1,0,,,1
2383,53,184,1,0,1,0,1
2384,50,178,0,1,1,0,0
2385,47,178,1,1,0,0,1
2386,58,177,1,1,0,0,1
2387,32,,0,1,1,0,0
2388,39,164,1,0,0,0,0
2389,43,171,0,1,1,0,0
2390,37,138,0,1,0,0,0
2391,22,171,0,1,0,0,0
2392,43,166,0,1,0,0,0
2393,42,182,1,1,0,0,1
2394,30,142,0,0,1,,0
2395,36,166,1,1,0,0,1
2396,53,170,1,0,0,0,0
2397,44,195,0,0,0,1,1
2398,31,143,0,1,,0,0
2399,43,186,0,0,0,0,0
2400,18,199,1,1,1,0,1
2401,40,,0,1,0,0,0
2402,32,152,1,1,1,0,1
2403,28,152,0,1,0,0,0
2404,57,188,,0,0,,0
2405,29,195,1,0,0,0,0
2406,37,169,1,1,1,0,1
2407,27,172,1,1,0,0,1
2408,53,171,1,1,1,,1
2409,25,153,0,1,1,0,0
2410,58,193,1,0,0,0,0
2411,20,162,1,1,1,1,1
2412,45,,1,1,0,0,1
2413,42,182,1,1,0,0,1
2414,20,157,1,1,0,0,1
2415,25,174,0,1,0,0,0
2416,39,174,,,1,0,0
2417,37,125,1,1,0,0,0
2418,32,159,0,1,0,0,0
2419,31,150,1,1,0,0,0
2420,51,160,0,1,0,1,1
2421,,190,1,1,1,0,1
2422,40,,0,1,1,0,0
2423,35,157,1,1,0,0,1
2424,29,140,0,1,1,0,0
2425,46,166,1,1,0,,0
2426,20,157,0,1,1,1,1
2427,21,167,,1,0,0,0
2428,28,140,,0,1,0,0
2429,49,158,0,1,0,0,0
2430,45,169,0,1,,0,0
2431,50,175,0,0,0,0,0
2432,56,169,1,0,1,1,1
2433,47,150,1,1,1,,1
2434,47,177,1,1,1,0,1
2435,51,175,1,1,0,0,0
2436,59,186,1,0,0,0,0
2437,19,,1,1,,1,1
2438,59,147,1,0,1,0,1
2439,43,176,1,0,0,0,1
2440,39,173,0,1,1,0,0
2441,18,194,0,1,1,0,0
2442,56,148,1,0,1,0,1
2443,25,157,0,0,1,1,1
2444,39,146,1,1,1,0,1
2445,23,163,1,1,1,0,1
2446,33,147,1,1,1,0,1
2447,,163,0,1,0,0,0
2448,34,150,1,1,0,0,0
2449,51,135,1,1,0,0,1
2450,48,167,1,0,1,0,1
2451,54,172,1,1,0,0,1
2452,50,196,1,1,0,0,0
2453,26,192,1,0,,0,0
2454,58,169,0,0,1,0,0
2455,21,162,1,0,1,0,1
2456,42,173,0,1,0,0,0
2457,32,165,0,1,0,0,0
2458,21,157,1,1,0,,1
2459,53,,1,1,0,0,0
2460,49,161,1,1,0,0,1
2461,19,155,1,1,0,0,1
2462,18,180,1,1,0,1,1
2463,49,162,0,0,1,0,0
2464,36,172,1,0,0,0,0
2465,20,153,0,1,1,0,0
2466,33,186,,1,1,0,1
2467,56,184,0,0,1,1,1
2468,57,160,0,0,1,0,0
2469,38,167,1,1,0,0,1
2470,19,163,0,1,1,0,0
2471,18,168,1,1,0,0,0
2472,36,202,1,0,1,0,1
2473,47,164,1,1,1,0,1
2474,44,170,1,1,1,0,1
2475,25,175,1,0,1,0,1
2476,21,182,1,1,1,1,1
2477,39,166,,0,1,0,0
2478,37,160,0,1,0,,0
2479,33,181,,,1,0,1
2480,23,180,1,1,0,0,1
2481,21,,1,1,1,0,1
2482,26,181,0,1,0,,0
2483,26,158,0,0,1,0,0
2484,49,168,1,1,0,0,0
2485,43,172,0,0,1,0,0
2486,,134,0,1,,0,0
2487,26,165,0,0,0,,0
2488,22,161,0,1,0,0,0
2489,35,167,1,1,1,0,1
2490,46,172,1,1,0,0,1
2491,55,164,1,0,1,0,1
2492,41,148,1,1,1,0,1
2493,24,181,0,1,0,,0
2494,18,172,1,1,,0,1
2495,41,182,1,1,1,0,1
2496,59,136,1,1,1,0,1
2497,40,175,0,1,1,0,0
2498,41,173,0,1,1,0,0
2499,26,152,1,1,0,0,1
2500,20,162,1,1,0,0,1
2501,36,199,1,1,1,,1
2502,21,174,1,,0,0,0
2503,55,174,1,0,1,0,1
2504,,138,1,1,0,0,0
2505,33,157,0,1,0,0,0
2506,21,166,1,1,1,0,1
2507,52,184,0,1,1,0,0
2508,35,136,0,1,1,1,1
2509,18,163,1,0,0,0,0
2510,52,188,1,1,1,1,1
2511,32,149,0,1,1,1,1
2512,21,170,1,1,1,0,1
2513,40,173,0,1,1,0,0
2514,59,167,0,1,1,0,0
2515,22,167,0,1,1,0,0
2516,57,170,0,0,0,0,0
2517,,156,1,1,1,0,1
2518,57,189,1,0,0,0,0
2519,,169,0,0,1,0,0
2520,21,162,0,0,0,0,0
2521,52,161,0,1,,0,0
2522,31,171,1,1,0,0,0
2523,43,180,0,1,1,0,0
2524,56,184,1,1,0,0,1
2525,29,146,0,1,1,0,1
2526,23,148,0,1,0,0,0
2527,46,170,1,0,0,0,0
2528,40,167,0,1,1,0,0
2529,57,151,,0,1,0,0
2530,,169,1,1,1,1,1
2531,32,186,0,0,1,1,1
2532,25,173,1,0,1,0,1
2533,19,173,0,1,1,0,0
2534,51,171,0,0,0,0,0
2535,24,177,1,1,0,0,1
2536,57,170,1,0,1,0,1
2537,37,156,1,,0,0,1
2538,33,,1,1,1,0,1
2539,51,136,0,1,0,0,0
2540,57,156,1,0,0,0,1
2541,52,183,0,1,1,0,0
2542,23,132,1,1,0,0,0
2543,38,140,,0,1,1,1
2544,53,164,0,1,1,0,0
2545,56,162,0,0,1,0,0
2546,35,198,1,1,1,0,1
2547,30,181,1,1,0,1,1
2548,29,173,,1,0,0,0
2549,42,164,0,1,0,0,0
2550,49,158,0,1,1,0,0
2551,40,155,1,1,0,0,1
2552,51,155,1,1,0,0,1
2553,42,153,1,1,0,0,1
2554,48,170,0,1,,0,0
2555,41,172,1,1,0,0,1
2556,18,173,0,1,1,0,0
2557,41,167,1,1,0,1,1
2558,57,158,0,1,0,0,0
2559,53,157,0,1,0,0,0
2560,26,147,1,,1,0,1
2561,,141,1,0,1,0,1
2562,32,155,1,,0,0,0
2563,58,169,1,0,0,0,0
2564,28,153,1,1,0,0,1
2565,47,156,0,1,0,0,0
2566,48,154,1,1,0,,1
2567,55,194,0,0,0,0,0
2568,51,166,0,,0,1,1
2569,57,188,0,0,0,1,1
2570,28,,1,0,0,0,0
2571,21,155,0,1,1,1,1
2572,31,187,0,1,1,0,0
2573,27,163,0,1,0,0,0
2574,22,,0,0,0,0,0
2575,58,186,0,,0,0,0
2576,41,180,0,1,0,0,0
2577,35,164,0,1,1,0,0
2578,18,168,0,1,0,0,0
2579,57,170,1,0,0,0,0
2580,35,186,0,1,1,0,0
2581,35,142,0,1,1,0,0
2582,50,188,1,1,1,0,1
2583,47,189,0,0,1,,0
2584,32,158,1,,1,0,1
2585,48,175,0,,1,0,0
2586,56,,0,0,1,0,0
2587,50,164,0,1,0,0,0
2588,41,146,0,1,1,0,0
2589,57,146,1,0,0,0,0
2590,18,174,1,1,1,0,1
2591,55,148,1,0,1,0,1
2592,20,139,0,1,1,0,0
2593,58,123,,0,1,0,1
2594,36,149,1,1,0,0,0
2595,,165,1,1,0,0,0
2596,36,165,1,0,0,,0
2597,48,149,0,1,1,0,1
2598,25,173,0,1,0,0,0
2599,24,171,0,0,0,0,0
2600,50,158,1,1,1,0,1
2601,18,192,0,0,0,0,0
2602,58,153,1,0,1,0,1
2603,55,149,0,0,1,0,0
2604,57,182,0,1,0,0,0
2605,42,166,0,0,1,0,0
2606,58,159,0,0,0,0,0
2607,46,147,1,,0,,1
2608,26,154,1,1,0,0,1
2609,49,165,1,1,0,0,1
2610,,186,1,1,0,0,1
2611,47,163,1,1,0,0,0
2612,53,146,0,0,1,,0
2613,53,177,1,,0,1,1
2614,,165,0,0,1,0,0
2615,18,177,0,1,1,0,0
2616,33,166,0,1,1,0,0
2617,25,158,0,0,0,0,0
2618,27,175,0,1,0,0,0
2619,42,157,1,1,1,0,1
2620,39,,1,1,0,0,0
2621,,171,1,1,1,0,1
2622,29,157,1,1,0,0,1
2623,32,137,,1,1,0,1
2624,35,168,0,,0,0,0
2625,58,172,0,0,1,0,0
2626,30,173,1,0,0,0,0
2627,45,162,1,1,1,0,1
2628,18,,1,0,0,0,0
2629,18,162,0,0,1,0,0
2630,34,169,0,1,0,0,0
2631,44,175,0,1,0,0,0
2632,35,191,1,1,1,0,1
2633,44,144,1,1,1,,1
2634,49,175,0,1,1,0,0
2635,55,162,0,1,1,0,0
2636,26,202,1,1,0,0,1
2637,37,178,0,0,0,0,0
2638,35,180,0,1,1,0,0
2639,57,156,0,1,0,,0
2640,24,146,0,1,0,0,0
2641,44,170,0,1,0,,0
2642,41,157,0,1,,0,0
2643,48,179,0,1,1,0,0
2644,27,186,0,1,0,0,0
2645,44,149,1,1,0,0,1
2646,48,176,0,1,0,0,0
2647,34,,1,1,1,0,1
2648,44,174,1,1,1,0,1
2649,39,157,1,0,,,1
2650,35,179,1,1,1,0,1
2651,56,156,1,1,0,0,1
2652,24,169,1,0,1,1,1
2653,30,166,1,1,1,0,1
2654,20,175,1,1,0,0,1
2655,40,159,,1,1,0,0
2656,53,170,0,0,0,0,0
2657,32,154,1,1,0,0,1
2658,52,189,1,1,0,0,1
2659,18,178,0,1,0,0,0
2660,57,163,1,0,1,0,1
2661,56,168,1,0,0,1,1
2662,36,156,1,1,1,0,1
2663,55,179,1,1,0,0,1
2664,35,177,0,0,0,0,0
2665,54,178,1,1,1,1,1
2666,21,191,0,1,0,0,0
2667,54,160,0,,0,0,0
2668,,187,0,0,0,0,0
2669,,178,1,0,1,1,1
2670,34,169,0,,1,0,0
2671,41,147,1,,1,0,1
2672,40,144,0,1,1,0,0
2673,,171,0,1,1,0,0
2674,51,165,0,1,1,0,0
2675,48,161,1,1,0,0,0
2676,49,164,0,1,1,0,1
2677,22,177,1,1,0,0,1
2678,56,148,1,0,0,0,0
2679,25,186,1,1,1,0,1
2680,55,150,1,1,0,0,1
2681,23,184,0,1,0,0,0
2682,56,177,1,0,1,0,1
2683,30,173,1,1,0,0,1
2684,54,171,1,,,0,1
2685,50,166,1,0,0,0,0
2686,58,191,1,1,1,0,1
2687,35,150,0,,0,0,0
2688,47,199,1,0,1,1,1
2689,32,169,0,1,0,0,0
2690,53,165,0,1,1,0,1
2691,53,173,1,1,1,1,1
2692,49,174,1,,0,0,0
2693,48,170,1,1,0,0,1
2694,48,167,1,0,0,0,0
2695,50,172,1,1,0,0,1
2696,50,145,0,1,1,0,1
2697,38,169,1,1,1,0,1
2698,24,,1,0,0,0,0
2699,28,178,1,1,,0,1
2700,53,,1,1,1,1,1
2701,54,166,1,1,1,0,1
2702,27,154,1,1,0,0,0
2703,56,143,1,0,1,0,1
2704,25,178,1,0,0,0,0
2705,25,178,1,1,0,0,0
2706,53,159,0,1,1,0,0
2707,21,172,0,1,0,,0
2708,36,151,0,1,1,0,0
2709,52,152,1,1,0,0,1
2710,37,184,0,1,1,0,0
2711,39,175,0,1,1,0,0
2712,41,179,1,1,0,1,1
2713,18,202,1,,0,0,1
2714,19,136,0,1,0,1,1
2715,39,139,0,1,1,0,0
2716,39,,0,1,1,0,0
2717,57,171,1,0,0,0,0
2718,30,170,1,1,0,0,1
2719,20,153,0,1,1,0,0
2720,58,165,1,1,1,0,1
2721,,,1,0,1,0,1
2722,31,202,1,,0,0,1
2723,37,171,0,0,0,0,0
2724,20,141,0,0,0,0,0
2725,32,146,1,1,0,0,1
2726,39,176,1,1,1,0,1
2727,,165,0,0,1,0,0
2728,55,191,1,1,1,,1
2729,31,160,1,1,,0,1
2730,33,154,0,1,0,0,0
2731,38,149,1,1,0,0,1
2732,56,170,1,0,1,0,1
2733,43,160,0,0,1,0,0
2734,45,161,1,1,,0,1
2735,47,174,0,0,1,0,0
2736,33,160,1,1,1,0,1
2737,27,169,0,1,1,0,0
2738,47,174,0,1,1,0,0
2739,,199,1,0,0,0,0
2740,18,,1,1,1,1,1
2741,31,198,0,1,0,0,0
2742,48,147,0,1,0,0,0
2743,57,168,1,0,1,0,1
2744,52,166,0,1,0,0,0
2745,21,163,0,1,1,0,0
2746,18,182,1,1,0,0,0
2747,,148,0,1,1,0,0
2748,46,171,1,1,1,0,1
2749,18,180,1,0,1,0,1
2750,27,,0,0,1,1,1
2751,44,175,0,1,0,0,0
2752,54,141,0,1,1,0,1
2753,56,161,1,1,0,0,1
2754,56,176,1,1,0,1,1
2755,35,174,1,,0,1,1
2756,31,180,0,1,,0,0
2757,27,,1,1,0,0,1
2758,56,158,0,0,1,,0
2759,43,152,1,1,0,0,1
2760,35,199,1,1,1,0,1
2761,23,168,1,1,0,0,1
2762,43,151,0,1,0,0,0
2763,23,161,0,1,0,0,0
2764,47,169,1,1,0,0,1
2765,44,146,0,1,0,0,0
2766,30,162,0,1,0,0,0
2767,38,168,0,1,0,0,0
2768,42,,1,1,0,0,1
2769,49,164,0,1,1,1,1
2770,19,184,1,1,0,0,1
2771,28,133,1,1,1,0,1
2772,49,181,0,1,0,0,0
2773,23,150,0,1,,1,1
2774,49,148,1,1,0,0,0
2775,28,170,0,1,0,0,0
2776,,155,0,0,1,0,0
2777,55,157,1,0,1,0,1
2778,43,164,0,1,0,0,0
2779,26,162,1,0,1,0,1
2780,41,175,0,1,1,0,0
2781,40,152,0,1,0,1,1
2782,42,169,0,1,1,0,0
2783,21,157,0,1,1,0,1
2784,46,169,1,1,1,0,1
2785,42,152,0,1,0,0,0
2786,38,,0,0,0,0,0
2787,19,178,0,1,0,0,0
2788,41,180,1,1,,0,1
2789,27,188,1,1,1,0,1
2790,29,180,0,0,1,0,0
2791,39,164,1,1,0,0,1
2792,41,153,1,1,1,0,1
2793,48,163,,1,0,1,1
2794,58,187,1,1,1,0,1
2795,18,158,0,1,1,1,1
2796,32,,0,,1,0,0
2797,41,188,0,0,,0,0
2798,25,133,0,1,0,1,1
2799,40,160,0,0,1,0,0
2800,36,136,0,1,1,0,0
2801,18,168,0,1,0,0,0
2802,52,164,0,1,0,0,0
2803,20,148,1,0,1,0,1
2804,54,189,0,1,0,0,0
2805,46,187,0,1,,0,0
2806,24,159,1,1,0,0,1
2807,24,152,0,1,1,0,0
2808,20,173,0,1,0,0,0
2809,30,,0,1,1,0,0
2810,44,167,1,1,1,0,1
2811,,153,0,0,0,1,1
2812,18,173,1,0,1,0,1
2813,52,172,1,1,1,0,1
2814,30,151,0,1,1,0,0
2815,26,197,1,1,0,0,1
2816,41,183,1,1,1,0,1
2817,45,168,0,1,0,0,0
2818,33,173,1,1,1,0,1
2819,29,154,0,1,0,0,0
2820,39,156,1,1,0,,0
2821,44,157,0,1,1,0,0
2822,42,160,0,1,1,0,0
2823,47,144,0,1,0,0,0
2824,37,148,0,1,0,0,0
2825,23,166,0,1,0,0,0
2826,56,173,1,0,,0,0
2827,37,176,1,0,0,0,0
2828,28,164,1,1,0,0,0
2829,49,164,0,1,0,0,0
2830,23,181,0,1,1,0,0
2831,29,163,0,1,1,0,0
2832,53,158,0,1,1,0,0
2833,38,174,1,1,0,0,1
2834,,168,0,1,0,0,0
2835,30,157,1,0,0,0,0
2836,53,154,0,1,0,0,0
2837,34,161,0,1,0,0,0
2838,27,159,1,1,1,1,1
2839,38,190,0,1,1,0,0
2840,57,157,0,0,1,0,0
2841,39,151,1,1,0,0,1
2842,25,152,1,1,1,0,1
2843,21,158,0,0,1,0,0
2844,21,162,1,0,0,0,0
2845,46,171,0,1,0,0,0
2846,41,179,0,0,1,0,0
2847,33,165,1,1,0,0,1
2848,46,124,0,1,0,0,0
2849,57,140,1,0,1,,1
2850,34,157,,0,0,0,0
2851,36,177,1,1,0,0,0
2852,36,163,1,0,0,1,1
2853,20,154,0,1,1,0,0
2854,48,144,0,1,1,0,0
2855,39,175,0,1,1,0,0
2856,58,,1,1,0,0,1
2857,19,183,0,1,0,0,0
2858,59,162,1,1,1,0,1
2859,59,168,0,0,1,0,0
2860,33,186,1,1,1,0,1
2861,54,,0,,1,0,0
2862,48,166,1,1,0,0,1
2863,33,161,0,1,1,0,1
2864,40,183,0,1,,0,0
2865,51,159,,1,,0,0
2866,33,170,1,1,0,0,1
2867,45,177,1,1,0,0,1
2868,55,198,0,1,0,0,0
2869,23,,0,1,0,0,0
2870,18,163,1,0,0,0,1
2871,,171,,0,1,0,1
2872,41,186,1,1,1,,1
2873,58,153,,1,0,0,1
2874,44,149,1,1,0,0,1
2875,42,175,0,1,1,0,0
2876,34,,1,0,1,,1
2877,20,169,0,1,0,0,0
2878,18,197,1,0,0,0,0
2879,27,178,0,1,1,0,1
2880,55,146,0,1,,0,0
2881,49,160,,0,1,0,1
2882,49,170,0,1,0,0,0
2883,49,174,0,1,1,0,0
2884,59,172,0,1,1,0,0
2885,57,177,1,1,1,0,1
2886,32,160,1,,0,0,0
2887,20,159,0,1,0,0,0
2888,53,,0,1,1,0,0
2889,50,168,0,1,0,0,0
2890,,153,1,,1,,1
2891,59,183,1,0,1,0,1
2892,49,136,1,1,1,0,1
2893,34,177,0,1,0,0,0
2894,37,168,1,1,1,0,1
2895,,182,0,1,1,0,1
2896,49,158,1,1,0,0,0
2897,45,177,,1,1,0,1
2898,29,179,0,1,0,1,1
2899,55,153,0,0,1,,0
2900,56,154,1,0,0,0,0
2901,41,175,,1,0,0,0
2902,34,135,1,1,0,0,0
2903,27,169,0,1,1,1,1
2904,18,174,0,1,1,0,0
2905,,182,0,1,0,0,0
2906,44,172,0,0,1,1,1
2907,20,162,0,,0,0,0
2908,56,168,1,1,0,0,0
2909,39,177,1,0,0,0,0
2910,48,185,0,1,0,1,1
2911,40,162,0,1,1,0,0
2912,49,174,1,1,0,0,1
2913,48,133,0,0,0,0,0
2914,54,144,,1,0,0,0
2915,,172,0,1,0,0,0
2916,39,187,1,1,0,0,1
2917,46,177,0,1,1,0,1
2918,27,167,1,1,0,0,1
2919,22,159,0,0,1,0,0
2920,20,,0,1,0,0,0
2921,57,,1,0,1,0,1
2922,36,152,0,0,0,,0
2923,44,184,1,1,0,0,0
2924,47,178,0,1,0,1,1
2925,31,171,1,1,0,1,1
2926,,177,1,1,1,0,1
2927,41,173,0,0,1,0,0
2928,44,168,1,0,0,1,1
2929,54,151,1,1,1,,1
2930,26,151,1,1,1,0,1
2931,45,134,1,1,1,0,1
2932,32,184,0,1,0,0,0
2933,41,175,1,1,1,0,1
2934,26,164,0,1,1,0,0
2935,55,159,1,0,1,0,1
2936,59,172,0,1,0,0,0
2937,43,162,1,0,0,0,1
2938,48,166,1,,0,1,1
2939,57,179,1,0,1,0,1
2940,23,147,0,0,0,0,0
2941,51,192,1,0,0,0,0
2942,28,161,1,,1,,1
2943,,176,1,1,0,0,0
2944,47,171,,1,1,0,1
2945,55,162,1,0,0,0,1
2946,58,173,1,0,1,0,1
2947,43,144,1,1,1,0,1
2948,33,196,0,1,1,0,0
2949,30,152,1,1,0,0,1
2950,,138,0,1,0,0,0
2951,18,162,1,0,0,0,0
2952,18,180,0,,1,0,1
2953,55,175,0,0,0,0,0
2954,58,,1,0,,,0
2955,23,158,1,0,1,0,1
2956,36,168,0,0,1,0,0
2957,55,163,1,0,0,1,1
2958,22,159,1,1,0,0,1
2959,21,184,0,,0,0,0
2960,20,168,0,1,1,0,0
2961,28,173,1,1,1,0,1
2962,23,181,1,1,0,1,1
2963,,,1,1,,0,0
2964,35,166,1,1,1,0,1
2965,59,183,0,0,1,0,0
2966,22,180,0,1,0,,1
2967,32,161,0,,0,1,1
2968,56,182,1,0,1,0,1
2969,,196,0,1,1,0,0
2970,48,159,0,1,1,0,0
2971,42,163,,1,,0,1
2972,57,157,0,1,0,0,0
2973,,172,1,0,1,0,1
2974,56,169,1,0,,0,0
2975,47,170,1,1,1,0,1
2976,39,169,0,1,,0,0
2977,49,184,1,1,1,0,1
2978,24,162,0,1,,0,0
2979,27,,1,1,1,0,1
2980,33,154,0,1,1,0,1
2981,50,138,0,1,0,,0
2982,24,201,1,1,0,0,1
2983,50,173,1,0,1,1,1
2984,47,178,1,0,1,0,1
2985,59,176,0,0,0,0,0
2986,,186,1,1,1,0,1
2987,32,163,1,1,1,1,1
2988,37,196,1,1,0,0,1
2989,46,183,0,1,1,0,0
2990,32,183,1,0,1,0,1
2991,59,187,1,1,0,0,1
2992,,180,1,1,1,,1
2993,46,146,0,1,1,0,1
2994,42,171,1,1,0,0,1
2995,43,158,1,1,1,0,1
2996,28,152,0,1,0,0,0
2997,23,190,0,1,1,,0
2998,33,142,0,1,1,0,0
2999,53,163,0,1,1,0,0
3000,47,163,,1,1,0,0
3001,37,173,0,0,0,0,0
3002,37,171,1,1,0,0,0
3003,28,172,0,0,0,0,0
3004,33,164,1,1,0,0,1
3005,52,172,1,1,1,1,1
3006,30,178,1,1,0,1,1
3007,40,177,0,1,0,1,1
3008,31,170,0,1,0,0,0
3009,49,187,0,,1,0,1
3010,41,164,1,1,1,0,1
3011,46,169,1,1,0,0,0
3012,32,165,0,1,0,0,0
3013,20,166,0,1,1,0,0
3014,58,190,1,1,1,0,1
3015,23,178,0,0,0,0,0
3016,50,154,0,1,1,0,1
3017,40,176,0,1,0,0,0
3018,20,187,0,0,0,0,0
3019,38,171,0,1,0,0,0
3020,59,144,1,1,0,0,1
3021,57,160,1,1,1,0,1
3022,55,176,1,0,0,1,1
3023,44,180,1,0,0,0,0
3024,39,156,1,1,0,,1
3025,21,170,0,1,0,0,0
3026,46,179,0,1,0,0,0
3027,,163,0,1,,0,0
3028,19,178,1,0,0,0,0
3029,46,164,1,1,1,0,1
3030,24,164,0,1,0,0,0
3031,21,173,1,1,0,,0
3032,50,161,0,1,1,0,0
3033,47,181,0,1,0,0,0
3034,23,160,0,1,,0,0
3035,30,176,0,1,1,0,0
3036,44,145,1,1,0,0,1
3037,33,150,0,1,1,1,1
3038,28,148,,1,1,0,0
3039,46,192,0,0,1,0,0
3040,34,185,1,1,0,0,1
3041,41,146,0,0,1,0,0
3042,57,181,1,0,1,0,1
3043,33,140,0,1,0,0,0
3044,29,155,0,1,0,0,0
3045,22,176,0,1,1,0,1
3046,25,170,1,1,0,0,1
3047,48,177,1,1,0,0,0
3048,42,178,1,1,0,0,1
3049,34,187,1,1,0,0,0
3050,55,151,1,1,1,1,1
3051,35,170,0,1,0,0,0
3052,32,155,0,,0,0,0
3053,58,157,1,1,0,0,1
3054,29,183,1,1,0,0,1
3055,18,155,1,1,1,0,1
3056,41,166,0,1,1,0,0
3057,35,166,0,1,1,1,1
3058,44,161,0,1,,0,0
3059,30,170,0,1,1,0,0
3060,35,183,1,1,0,0,1
3061,46,181,0,1,0,1,1
3062,53,148,0,1,1,0,0
3063,34,163,0,1,1,0,0
3064,26,167,,1,0,0,1
3065,34,175,1,1,0,0,1
3066,,166,0,1,0,0,0
3067,39,180,0,1,0,0,0
3068,52,189,1,,1,0,1
3069,,176,1,1,,0,1
3070,53,155,0,1,1,0,0
