id,store_id,area,temperature,season,weather,day,custom_num,cost,sales
1670,499,,9,3,0,0,747,,63828
1671,932,1,,3,1,3,623,120,48960
1672,99,2,21,0,0,3,616,108,144396
1673,358,4,22,1,1,2,553,110,128810
1674,36,3,27,1,0,6,793,120,268200
1675,286,6,33,1,,5,887,120,318120
1676,626,0,15,2,0,3,702,108,135000
1677,147,2,20,0,0,6,654,110,151250
1678,422,4,18,0,,5,728,,93960
1679,,6,19,2,0,1,923,110,181830
1680,35,3,17,2,0,1,559,,111348
1681,782,5,7,,0,2,684,108,59184
1682,29,2,22,2,0,4,723,108,162108
1683,947,2,22,1,1,0,681,110,158840
1684,60,6,20,2,1,1,618,110,121550
1685,337,0,29,1,2,6,697,110,180180
1686,835,1,26,1,1,3,709,110,184250
1687,797,0,2,3,0,0,804,120,77400
1688,155,1,10,3,0,3,778,108,83376
1689,131,6,30,1,2,3,744,120,209160
1690,,3,15,2,0,0,692,120,150360
1691,757,0,22,,0,4,731,108,168804
1692,435,4,17,0,1,0,926,108,145044
1693,886,6,32,1,1,0,540,110,178310
1694,411,4,21,2,0,3,569,108,130248
1695,228,5,20,2,1,0,614,120,131040
1696,56,4,5,3,0,4,906,120,83640
1697,277,6,3,3,0,1,729,108,61128
1698,679,6,16,2,0,3,600,110,115940
1699,746,4,29,1,2,6,433,108,114048
1700,330,1,12,3,0,3,713,,71940
1701,541,2,34,1,2,2,620,110,163130
1702,,,14,3,0,4,713,120,83160
1703,925,5,,1,2,5,679,120,139560
1704,957,4,15,2,,4,827,108,104112
1705,570,3,24,0,0,1,750,110,174570
1706,792,6,33,1,0,6,725,108,281664
1707,114,0,29,,0,0,764,108,297648
1708,272,1,36,1,1,4,776,108,249372
1709,448,1,12,3,0,,632,108,65124
1710,868,1,8,3,1,2,727,108,48924
1711,994,2,7,3,2,0,705,110,41140
1712,635,6,17,0,1,3,596,110,95920
1713,13,2,7,3,0,,657,108,49680
1714,769,1,10,3,0,5,602,108,61344
1715,763,2,12,3,,2,842,120,97680
1716,258,3,52,1,2,2,579,110,149930
1717,834,3,22,0,1,2,810,108,153252
1718,,3,19,0,0,2,865,120,180360
1719,500,3,13,,0,4,727,108,74304
1720,762,5,9,3,,5,586,108,46872
1721,,6,20,0,0,6,641,110,152680
1722,670,0,9,3,1,6,658,108,42552
1723,551,0,4,3,1,3,714,110,50160
1724,469,1,3,3,2,4,622,120,34200
1725,589,5,37,1,1,2,799,108,261252
1726,945,4,13,3,0,3,734,108,77652
1727,282,5,3,3,0,1,580,120,50040
1728,371,5,16,2,2,,745,110,99330
1729,140,2,26,1,2,1,666,120,154080
1730,241,2,19,2,0,,650,108,127116
1731,960,6,,3,0,0,670,120,62880
1732,257,5,19,2,1,4,778,108,124200
1733,420,6,14,3,0,6,586,108,61884
1734,778,6,30,1,1,3,777,120,278280
1735,874,6,34,1,1,6,739,110,243320
1736,288,1,22,0,1,1,750,,145800
1737,510,2,,3,0,6,867,110,75350
1738,284,3,17,2,0,3,747,108,146772
1739,698,2,20,2,0,,903,108,210384
1740,706,5,14,3,0,5,628,108,69228
1741,732,,14,,0,5,686,110,69850
1742,65,2,23,2,1,2,600,108,119448
1743,205,1,25,1,1,6,670,120,194400
1744,339,2,31,1,1,4,729,108,236952
1745,559,,12,3,1,3,829,110,70950
1746,593,4,17,2,2,1,879,108,114372
1747,420,0,18,0,1,0,742,120,139800
1748,199,5,22,2,2,6,798,108,127224
1749,309,0,25,1,1,0,607,120,177360
1750,,3,,0,1,4,753,120,161160
1751,649,2,14,3,0,4,673,108,73656
1752,527,1,28,1,1,5,693,110,224950
1753,786,5,30,1,2,3,691,108,182304
1754,157,5,36,1,1,1,750,,246290
1755,693,2,29,1,,5,726,108,187812
1756,956,3,-2,3,,0,658,108,46440
1757,554,1,12,3,0,1,605,120,67320
1758,466,6,20,0,0,4,767,120,201000
1759,642,4,21,2,1,6,660,108,127008
1760,797,1,6,3,0,5,593,110,49940
1761,401,0,12,,0,1,759,120,84000
1762,35,,,2,0,1,,120,140280
1763,888,4,25,1,1,3,817,108,212868
1764,275,5,13,3,0,6,,110,68310
1765,912,4,19,2,0,5,688,108,132516
1766,535,1,12,3,2,4,661,110,42570
1767,652,,24,1,2,1,564,108,104220
1768,,0,19,0,1,2,,108,101844
1769,877,0,37,1,1,3,516,108,169776
1770,696,4,15,0,0,4,539,108,103248
1771,706,1,9,,1,6,722,110,50710
1772,788,4,14,3,0,5,649,108,69336
1773,131,0,15,0,0,,3934,108,754272
1774,81,0,38,1,1,5,561,110,184030
1775,940,1,,1,0,0,609,120,262560
1776,38,0,23,2,0,3,792,108,273672
1777,42,4,18,2,0,5,753,110,147290
1778,970,1,-2,3,0,0,728,108,63180
1779,549,4,12,3,0,5,548,,57348
1780,,3,20,2,0,2,537,110,128150
1781,552,3,14,3,0,0,695,120,81720
1782,879,6,38,1,0,2,722,108,281124
1783,795,4,29,1,0,2,625,108,243108
1784,644,2,22,2,0,0,659,108,152928
1785,435,0,28,1,2,2,688,120,188400
1786,406,3,8,3,0,0,868,120,81360
1787,677,4,36,1,1,2,604,108,193104
1788,803,1,42,1,1,5,704,108,228960
1789,542,6,18,0,0,1,558,108,107568
1790,775,,25,1,0,5,858,110,265760
1791,984,3,18,0,1,6,472,108,76032
1792,600,0,14,3,0,6,,110,64240
1793,239,4,25,1,1,2,461,120,136080
1794,911,3,31,1,1,2,653,108,210600
1795,394,4,36,1,0,,556,110,218900
1796,147,4,38,1,1,2,724,108,229500
1797,845,3,8,3,0,5,577,110,47300
1798,999,2,16,2,0,3,3809,108,737424
1799,824,1,19,2,1,2,513,120,88800
1800,997,1,20,0,1,4,576,120,122520
1801,999,6,-2,3,0,3,742,108,63504
1802,914,1,19,0,1,5,664,108,106704
1803,455,,37,1,1,2,667,120,239880
1804,60,3,2,3,0,6,778,108,64260
1805,24,2,18,0,0,5,680,110,135630
1806,160,5,17,2,0,2,772,120,163920
1807,364,0,23,2,0,3,682,110,161370
1808,295,5,17,0,0,0,938,108,179928
1809,884,5,12,3,1,3,,110,60500
1810,104,0,25,1,2,5,792,110,166210
1811,382,6,19,2,0,6,748,110,149930
1812,367,0,32,1,1,4,764,108,245484
1813,116,2,25,1,1,6,639,108,160920
1814,996,0,28,1,0,2,806,108,311256
1815,16,6,,1,0,6,680,108,264492
1816,948,3,3,3,1,,614,110,47080
1817,218,4,27,1,1,,748,110,199320
1818,208,0,21,2,0,5,678,108,158328
1819,814,4,9,3,1,6,766,110,54780
1820,224,6,16,0,0,0,615,120,134040
1821,606,2,11,3,0,4,824,108,85752
1822,852,6,14,3,1,4,761,108,67716
1823,791,5,17,,0,6,646,108,127224
1824,655,1,16,0,1,6,461,,76340
1825,172,4,37,1,2,6,627,108,158220
1826,595,4,15,2,0,6,767,108,147420
1827,119,0,17,0,0,1,733,108,144072
1828,567,4,12,3,0,1,951,110,98560
1829,354,0,27,1,2,4,605,110,125290
1830,411,1,25,1,1,1,739,110,189970
1831,301,4,13,3,,2,602,108,49356
1832,994,1,9,,0,4,744,120,66840
1833,337,,17,2,0,6,868,120,187440
1834,727,0,12,3,0,3,611,120,70560
1835,411,6,26,1,2,3,663,108,137052
1836,589,5,0,3,0,4,486,120,43680
1837,432,,15,2,0,2,611,110,118910
1838,983,,38,1,0,2,610,120,258240
1839,862,1,25,1,1,2,886,108,223452
1840,389,6,8,3,0,2,690,120,63360
1841,377,4,17,0,0,5,447,110,86570
1842,231,4,29,1,1,0,650,108,204984
1843,737,0,30,1,0,1,626,,243756
1844,881,1,10,3,0,1,1002,110,107030
1845,994,6,29,1,0,1,672,108,259524
1846,796,,,0,1,4,608,120,108600
1847,244,1,6,3,0,3,647,120,56880
1848,65,6,29,1,0,4,668,108,256176
1849,68,1,18,2,0,4,587,110,113520
1850,725,5,18,2,1,4,807,108,128736
1851,456,1,17,0,0,3,643,110,124850
1852,764,3,21,0,0,4,731,110,171930
1853,370,0,22,2,1,5,767,108,150228
1854,929,2,9,3,0,4,534,120,50760
1855,374,2,13,2,0,3,563,108,73440
1856,483,,10,3,1,1,668,108,57672
1857,560,1,36,1,2,2,715,120,205680
1858,,,11,3,0,0,669,108,69336
1859,985,1,26,1,2,6,718,120,165240
1860,581,5,33,1,1,1,860,120,305520
1861,961,1,12,3,0,4,824,108,85104
1862,611,2,20,0,1,2,672,120,143160
1863,71,3,10,3,0,1,727,110,74800
1864,,6,18,2,0,1,665,108,128088
1865,129,0,14,3,1,1,630,,61440
1866,199,5,28,1,,,752,108,198180
1867,,5,13,3,1,3,776,108,65556
1868,100,6,18,0,0,5,733,108,139428
1869,589,1,38,1,2,6,,,201960
1870,620,0,10,3,0,0,869,120,97680
1871,178,0,33,1,0,2,731,108,282312
1872,411,3,19,2,0,3,593,110,114620
1873,96,4,25,1,1,2,766,108,198504
1874,555,1,18,0,0,,733,108,140616
1875,787,2,24,2,0,3,595,110,142340
1876,354,2,25,1,0,3,786,110,247170
1877,301,5,15,0,1,,785,110,132440
1878,100,5,13,3,0,3,711,108,73656
1879,336,2,9,3,0,6,733,110,61820
1880,112,0,14,3,0,2,829,110,88440
1881,234,4,15,,0,0,677,110,130790
1882,889,4,19,0,0,5,755,108,145152
1883,939,3,10,3,0,6,,108,79272
1884,451,0,19,0,0,1,821,108,161028
1885,520,5,19,2,1,3,710,108,111780
1886,211,4,20,0,1,5,,108,104652
1887,942,2,32,1,1,4,716,,254040
1888,576,6,19,0,0,1,662,110,133430
1889,372,2,15,,0,3,684,120,149400
1890,916,2,22,2,0,0,617,110,144760
1891,96,4,34,1,1,6,640,110,211200
1892,482,2,24,1,1,0,642,108,152820
1893,,4,,1,1,4,870,108,276804
1894,389,4,,3,,3,806,110,66110
1895,341,1,8,3,0,6,611,108,49680
1896,280,2,8,3,0,0,897,110,71830
1897,2,4,31,1,1,0,546,108,176904
1898,509,4,6,3,1,0,705,110,48290
1899,455,2,27,1,1,1,689,110,180950
1900,108,2,22,0,0,5,726,108,170856
1901,203,2,23,1,,,867,108,202932
1902,243,3,32,1,0,1,762,108,296784
1903,796,2,29,1,1,6,600,108,195048
1904,374,1,41,1,1,2,690,108,224856
1905,863,0,12,3,0,4,631,110,65230
1906,65,4,37,1,0,2,736,108,287604
1907,464,2,16,2,0,0,680,110,136070
1908,,3,16,2,0,4,760,108,144504
1909,210,4,22,2,0,3,548,120,141720
1910,398,4,9,3,0,2,754,110,64790
1911,533,1,22,2,1,5,542,110,108240
1912,111,5,16,0,1,5,838,110,140140
1913,879,,24,0,0,2,560,108,129384
1914,197,4,,1,1,4,716,108,231228
1915,801,1,34,1,2,3,819,110,213950
1916,618,6,13,3,0,3,710,,79380
1917,130,3,16,0,0,3,703,108,136080
1918,539,5,30,1,1,0,569,108,185220
1919,744,5,,1,1,1,626,110,206910
1920,375,6,,1,1,4,602,108,195588
1921,147,3,16,2,0,6,687,110,136070
1922,911,2,18,2,0,2,574,110,114180
1923,839,3,-3,3,0,4,643,108,50112
1924,797,1,16,2,0,1,709,110,138600
1925,419,3,9,,0,0,663,110,60390
1926,737,3,25,1,0,5,571,110,179960
1927,304,5,2,3,0,3,630,108,51516
1928,945,3,13,3,0,3,702,108,72576
1929,848,5,20,0,,2,814,120,172080
1930,184,5,20,2,0,3,731,110,171380
1931,,2,24,1,2,5,762,110,146740
1932,472,4,10,3,0,6,714,110,76010
1933,442,3,33,1,1,6,696,120,251160
1934,901,0,31,1,1,4,679,108,217728
1935,819,6,24,2,,5,620,120,156600
1936,250,,22,2,0,5,698,110,167750
1937,573,5,13,3,0,1,887,110,90530
1938,106,4,1,3,1,1,612,120,45600
1939,467,0,19,2,,0,891,108,144936
1940,273,5,44,1,1,0,646,108,202824
1941,45,6,29,,2,6,750,120,218760
1942,992,3,18,0,1,6,679,108,108324
1943,574,2,20,2,0,6,,108,195804
1944,22,6,34,1,0,1,839,108,229068
1945,,1,31,1,2,0,823,,216590
1946,614,5,11,3,1,0,690,110,59620
1947,649,5,15,0,0,3,538,120,114000
1948,773,5,28,1,1,2,578,108,182952
1949,332,4,18,2,1,1,862,108,135648
1950,573,6,27,1,1,3,834,108,210384
1951,170,3,29,1,2,3,579,108,146016
1952,759,0,4,3,0,1,,108,61344
1953,400,,,2,2,2,863,108,111888
1954,315,1,22,1,2,4,696,120,143040
1955,273,3,26,1,1,0,486,110,127270
1956,196,0,21,2,0,5,633,110,151250
1957,316,0,27,1,1,3,665,108,172044
1958,,3,30,1,1,3,641,108,204336
1959,142,3,16,2,0,5,626,108,118584
1960,877,4,26,1,1,3,611,110,162910
1961,829,2,15,0,1,3,,108,131436
1962,181,5,17,0,1,2,677,110,111870
1963,81,,24,,0,3,585,108,137808
1964,541,6,22,2,0,1,707,120,180480
1965,198,2,27,1,0,,687,110,213290
1966,28,6,24,0,1,1,750,110,144100
1967,714,3,,2,0,1,693,108,134676
1968,645,2,30,1,2,1,706,108,183384
1969,484,5,11,3,0,6,883,110,92950
1970,484,6,34,1,0,6,766,108,299700
1971,340,1,30,1,2,6,660,108,172692
1972,951,2,17,2,2,1,901,108,111996
1973,498,1,3,3,1,6,,120,51840
1974,178,0,31,1,1,6,880,108,287388
1975,598,0,,1,2,,559,108,146880
1976,181,3,16,2,0,6,,108,114912
1977,778,6,18,,,6,,120,147840
1978,,2,6,3,0,5,646,110,55440
1979,955,5,19,2,0,4,669,110,130680
1980,414,5,18,,0,6,581,108,113508
1981,827,,16,2,0,2,712,108,137700
1982,142,5,11,3,1,6,,,63030
1983,432,2,11,3,0,2,689,108,69984
1984,632,5,34,,1,2,764,120,267720
1985,381,0,3,3,0,2,723,108,60480
1986,56,3,-5,3,1,5,760,108,51948
1987,449,0,8,3,0,5,663,108,52704
1988,872,0,23,2,1,0,712,110,141790
1989,903,1,29,1,2,,623,120,180480
1990,965,3,12,3,0,0,692,,71820
1991,143,4,39,1,1,5,771,108,244296
1992,631,6,23,2,0,5,651,108,152496
1993,308,,21,0,0,4,692,120,178320
1994,288,4,17,0,0,6,678,110,135630
1995,87,5,24,0,1,3,408,108,80136
1996,974,6,26,1,1,5,,108,177228
1997,930,4,14,3,0,4,612,120,70800
1998,541,1,20,0,0,5,601,108,140724
1999,51,4,2,3,0,5,561,108,44172
2000,473,0,19,0,0,6,724,110,143990
2001,437,1,39,1,0,0,771,108,296784
2002,772,1,35,1,0,6,681,108,251208
2003,192,5,,1,2,5,931,108,240408
2004,891,,14,3,0,5,655,108,61668
2005,154,6,7,3,0,3,750,108,64260
2006,468,3,13,3,1,4,673,108,61020
2007,389,4,12,3,0,4,638,108,63828
2008,378,1,22,2,0,6,701,108,158976
2009,856,5,11,3,1,1,612,120,56040
2010,273,0,3,3,0,1,643,120,58320
2011,,0,37,,1,6,678,120,243360
2012,312,1,23,0,1,1,383,108,70308
2013,160,3,35,1,0,4,4051,120,1746240
2014,241,2,5,3,1,5,653,108,40284
2015,337,1,28,1,1,0,611,110,200530
2016,584,6,7,3,1,4,700,110,48290
2017,73,2,,2,2,3,861,108,112536
2018,740,5,12,3,1,3,774,108,66096
2019,415,3,13,0,0,5,828,120,114360
2020,350,1,36,1,1,5,549,110,184800
2021,329,6,13,0,2,6,732,108,65448
2022,364,,24,1,1,,801,108,186516
2023,176,0,28,1,1,1,805,108,257904
2024,739,1,10,3,0,6,713,108,77436
2025,416,1,5,3,0,3,715,110,60170
2026,270,1,26,1,1,,611,108,155952
2027,573,5,,3,0,5,670,108,70092
2028,343,0,14,3,0,3,650,108,64692
2029,416,2,21,0,1,3,801,108,155952
2030,312,,14,3,0,,662,120,78600
2031,412,0,8,,0,5,613,110,52580
2032,171,1,27,1,1,0,603,120,171960
2033,97,1,20,0,0,3,608,110,142450
2034,178,5,20,0,1,2,479,108,93852
2035,814,4,31,1,2,1,576,110,150040
2036,108,5,27,1,1,4,594,110,154770
2037,840,5,25,1,2,0,767,108,158544
2038,421,4,32,1,0,2,749,108,288900
2039,632,3,40,1,1,4,815,108,256284
2040,2,6,-4,3,0,1,722,110,59950
2041,785,4,15,2,0,0,668,108,132516
2042,143,1,30,,1,3,796,120,289560
2043,707,3,12,3,0,6,812,120,97200
2044,341,2,,0,2,5,841,110,133980
2045,496,5,25,1,0,4,714,108,216324
2046,754,4,15,0,1,5,636,108,99360
2047,93,,21,2,0,2,815,110,192170
2048,869,5,14,3,0,5,,108,81432
2049,120,4,16,0,0,4,736,110,144320
2050,662,1,20,2,0,,687,120,180480
2051,210,1,22,2,1,5,570,120,122880
2052,519,0,9,3,0,5,744,110,64350
2053,823,6,15,2,1,0,719,108,120096
2054,177,6,20,0,1,1,829,110,164340
2055,26,,,0,1,0,720,108,115884
2056,760,0,,0,0,5,616,108,145476
2057,644,4,10,3,0,6,693,110,71280
2058,109,4,11,3,0,5,710,,76010
2059,89,3,22,2,2,3,622,,146448
2060,26,5,14,3,1,4,831,108,69012
2061,700,4,4,3,0,6,693,110,57750
2062,243,6,,2,1,5,684,,116820
2063,623,1,24,0,0,6,753,108,176472
2064,595,1,,2,0,1,,108,130680
2065,590,3,,,0,3,694,108,60480
2066,658,,23,0,0,1,617,108,144612
2067,121,2,-3,3,1,3,613,108,42444
2068,608,,22,0,0,5,771,108,182088
2069,347,1,17,0,0,1,660,108,131436
2070,804,6,23,1,1,,857,108,199692
2071,358,6,29,1,0,5,694,120,279600
2072,404,0,19,0,1,4,840,108,134136
2073,383,5,23,0,,3,713,108,165456
2074,492,5,16,2,0,3,794,108,150012
2075,387,2,12,3,0,3,629,108,63288
2076,658,6,,1,0,4,654,120,283560
2077,205,0,10,3,0,4,688,120,83760
2078,51,1,,0,1,3,682,108,111132
2079,561,,32,1,1,6,598,108,196236
2080,543,0,20,0,2,0,672,108,103248
2081,481,6,33,1,0,,772,108,300888
2082,658,1,19,2,1,2,722,108,114588
2083,,4,,3,1,6,809,108,54972
2084,623,6,17,,0,6,720,108,136620
2085,987,1,30,1,0,2,735,108,281772
2086,231,4,15,0,1,4,827,120,146400
2087,866,3,30,1,1,2,692,120,238440
2088,839,0,14,3,2,4,,110,36630
2089,606,2,14,3,0,,908,108,92664
2090,813,3,38,1,2,2,798,108,205200
2091,720,5,7,3,0,2,604,,56400
2092,65,0,44,1,1,1,689,120,245520
2093,88,2,7,,0,5,716,108,57132
2094,272,4,7,3,2,4,592,108,27972
2095,301,2,9,3,0,5,519,108,45468
2096,383,4,23,2,0,6,566,108,134136
2097,219,1,42,1,1,5,731,120,258840
2098,165,1,,1,1,0,674,110,220990
2099,434,,29,1,,6,879,108,340848
2100,408,4,24,2,1,,441,108,82728
2101,944,3,26,1,1,5,622,108,163188
2102,,2,22,2,1,4,616,120,139080
2103,4,6,20,,0,2,739,120,186360
2104,947,6,17,2,2,4,817,108,107784
2105,174,4,19,0,0,4,715,108,137808
2106,,3,9,3,0,1,693,110,59510
2107,910,2,22,2,0,5,599,110,141350
2108,241,3,12,3,0,4,749,108,79380
2109,394,4,14,2,0,2,666,110,87780
2110,411,2,20,0,0,1,726,108,168588
2111,334,2,22,,1,4,759,110,152460
2112,870,3,36,1,1,3,718,108,230040
2113,397,5,29,1,1,5,819,110,270710
2114,,1,18,2,0,,693,120,143640
2115,726,2,24,2,,3,634,108,123228
2116,,5,23,2,0,,683,120,178800
2117,29,6,19,2,0,5,457,110,90530
2118,974,3,5,3,0,5,669,120,57480
2119,170,1,5,3,0,6,785,108,65340
2120,665,6,,3,0,6,669,108,51300
2121,203,5,9,3,2,1,830,120,48600
2122,479,0,10,3,0,2,714,108,73440
2123,219,6,30,1,1,3,,108,225288
2124,534,3,41,1,2,3,936,120,264960
2125,110,2,18,0,1,3,640,120,112680
2126,811,0,16,2,0,0,600,108,114480
2127,468,4,11,3,0,6,,110,49500
2128,695,0,16,2,,4,825,120,181800
2129,765,0,37,1,1,2,698,108,229932
2130,130,0,24,2,0,6,814,120,211440
2131,665,1,16,0,1,4,733,108,116532
2132,637,5,14,0,2,2,3820,108,320760
2133,120,5,6,3,0,1,736,108,60372
2134,640,1,19,2,0,6,761,120,158880
2135,351,1,16,2,1,,558,110,92070
2136,184,0,26,1,,3,727,108,222372
2137,110,2,21,0,2,2,703,108,107244
2138,710,5,36,1,,3,717,108,231228
2139,978,2,35,1,1,3,820,120,294120
2140,598,0,,1,0,3,815,110,256740
2141,190,6,21,0,0,3,619,120,158160
2142,767,0,6,3,1,4,658,110,45540
2143,558,2,15,2,1,3,618,108,105084
2144,763,3,,0,0,4,673,110,130350
2145,89,6,15,2,0,0,,108,226800
2146,717,4,29,1,0,5,674,110,264000
2147,652,0,27,1,0,3,575,108,178740
2148,318,5,29,1,1,5,703,108,222480
2149,293,0,36,1,0,1,627,108,241272
2150,979,1,,1,1,4,693,120,249600
2151,159,1,-5,3,1,6,,120,53160
2152,887,0,24,1,1,2,687,120,175080
2153,924,3,20,2,0,2,612,108,135864
2154,315,6,16,0,0,3,782,108,148932
2155,504,3,37,1,1,6,732,108,235224
2156,339,5,23,0,1,2,721,108,142776
2157,808,5,17,0,1,5,653,108,103464
2158,360,1,3,3,0,6,522,120,49680
2159,377,4,27,1,0,1,692,108,214272
2160,601,0,24,,,1,617,110,147620
2161,797,,43,1,0,0,,120,267240
2162,796,3,24,1,2,6,777,120,159600
2163,52,3,16,2,0,6,700,110,139150
2164,298,5,2,,0,6,759,110,63690
2165,650,6,8,3,1,3,645,108,43848
2166,724,0,,2,,6,645,110,131450
2167,273,5,19,0,1,5,697,120,132120
2168,640,4,32,1,1,1,701,120,254400
2169,679,1,22,2,0,4,615,108,141804
2170,38,,9,3,1,6,667,108,70848
2171,482,4,5,3,0,1,758,108,62856
2172,193,2,21,2,0,1,697,,159084
2173,560,2,16,0,2,6,735,108,94068
2174,214,4,13,3,1,6,639,108,55512
2175,45,5,38,1,0,1,767,110,308000
2176,122,6,24,0,0,3,789,110,186780
2177,689,1,27,1,1,6,663,110,174570
2178,534,0,41,1,2,1,784,120,222960
2179,231,6,20,0,0,2,604,110,143000
2180,510,3,13,2,1,4,914,120,110280
2181,348,0,,1,0,0,556,110,222090
2182,321,1,14,3,0,4,888,108,89748
2183,341,2,28,1,1,6,725,108,234792
2184,834,6,0,3,2,6,718,108,35532
2185,544,5,26,1,0,3,516,108,157680
2186,434,0,20,2,2,3,463,120,75720
2187,326,5,37,,1,6,893,108,290952
2188,614,4,30,1,2,3,814,108,213192
2189,931,0,9,3,1,4,621,108,44388
2190,484,5,17,2,0,3,564,110,110220
2191,151,,,1,0,2,711,110,280830
2192,122,6,17,0,0,6,646,110,127270
2193,82,6,44,,0,6,612,108,234144
2194,102,2,22,2,0,3,594,120,154080
2195,89,2,37,1,2,,713,108,278856
2196,,3,24,1,0,4,681,110,191400
2197,79,6,13,3,1,4,738,,64460
2198,113,2,31,1,1,1,634,108,205524
2199,155,6,42,1,1,0,659,110,215270
2200,853,2,18,2,2,1,851,108,107028
2201,513,0,,0,0,3,589,110,140800
2202,265,2,33,1,1,0,740,110,242000
2203,115,6,49,1,1,3,536,120,194640
2204,849,0,35,1,2,0,,108,177660
2205,395,0,8,3,,2,486,108,37584
2206,64,4,7,3,0,5,867,110,70510
2207,247,0,14,3,2,3,598,110,38390
2208,835,,25,1,1,0,671,110,175010
2209,505,0,41,1,1,6,627,110,206250
2210,189,0,19,0,0,4,684,120,150960
2211,54,1,24,2,0,5,664,120,169320
2212,292,3,27,1,0,0,538,108,166644
2213,468,1,13,3,1,0,738,108,61992
2214,126,4,7,3,0,6,851,120,81600
2215,19,,17,2,0,,660,120,143640
2216,709,6,4,3,2,,660,120,41280
2217,724,,19,2,1,6,800,108,125280
2218,637,3,14,3,0,0,648,110,65560
2219,702,3,22,1,1,4,721,120,186960
2220,196,4,11,3,0,5,707,108,73008
2221,169,2,22,0,0,1,780,120,200880
2222,208,3,22,2,0,0,666,110,161920
2223,656,2,33,1,2,5,643,108,168480
2224,185,4,21,0,0,,,108,199692
2225,645,,,3,0,6,612,108,65988
2226,96,5,18,2,1,1,498,110,83930
2227,278,5,50,1,1,0,415,108,131328
2228,131,2,35,1,0,0,704,110,277750
2229,392,5,9,3,0,2,458,110,39380
2230,830,4,18,2,0,3,657,108,129924
2231,860,,24,0,0,5,677,110,155320
2232,169,0,21,0,0,1,671,110,161590
2233,842,0,23,0,1,3,436,108,86616
2234,102,1,17,,0,6,694,120,151200
2235,604,3,11,3,0,0,667,120,78000
2236,95,4,,2,0,0,452,108,101736
2237,108,2,19,0,1,0,710,120,127440
2238,907,4,30,1,0,5,600,108,230472
2239,930,1,8,3,0,2,730,108,60588
2240,91,2,13,3,0,5,796,108,82836
2241,817,6,54,1,1,2,646,120,231480
2242,583,6,15,2,0,2,760,108,148176
2243,423,1,13,3,0,1,759,120,85560
2244,870,2,30,1,1,6,594,110,195800
2245,887,3,21,0,1,3,721,108,141696
2246,58,0,15,0,0,0,818,120,171240
2247,5,0,21,0,1,1,778,108,103356
2248,73,3,28,1,0,6,721,108,279288
2249,856,5,12,3,,,701,110,49720
2250,140,3,11,3,0,1,652,110,65340
2251,744,5,28,1,,6,808,108,263304
2252,225,0,16,0,,6,928,108,148824
2253,827,4,,1,0,0,759,108,210600
2254,718,2,11,3,2,0,597,120,46440
2255,527,4,27,1,2,5,614,108,131760
2256,4,,23,0,1,2,,108,146448
2257,918,3,43,1,0,2,,120,284040
2258,692,0,6,3,0,1,666,110,57200
2259,,6,16,0,1,2,715,108,113292
2260,839,2,26,1,1,0,587,108,149256
2261,,5,11,3,1,1,743,108,65556
2262,328,6,28,1,1,,858,108,279612
2263,261,0,19,2,1,1,654,110,106150
2264,551,5,12,3,0,3,773,110,84150
2265,335,0,24,2,0,3,760,110,181720
2266,847,0,17,0,0,3,818,120,175680
2267,809,3,19,0,1,1,,108,108756
2268,985,0,17,0,2,,505,108,65772
2269,662,0,21,0,1,5,776,108,148824
2270,473,,19,0,0,2,637,120,134400
2271,217,5,36,1,0,1,605,110,239470
2272,915,2,11,3,0,1,623,110,64020
2273,830,6,20,0,0,3,,110,128700
2274,797,3,16,0,0,,718,110,142340
2275,777,4,4,3,1,6,739,108,53568
2276,395,1,14,3,0,0,,108,60156
2277,893,5,30,1,1,6,553,108,177012
2278,99,0,19,2,0,2,740,110,145090
2279,538,0,23,0,0,6,,110,159060
2280,871,2,27,1,1,3,726,108,189972
2281,255,4,32,,1,5,929,120,334200
2282,722,1,13,0,1,2,,108,88020
2283,584,2,23,0,,4,828,108,194508
2284,,6,22,,0,3,595,108,136188
2285,641,1,17,2,0,6,646,120,134640
2286,867,2,25,1,1,4,618,108,153576
2287,626,2,43,1,0,1,623,108,240192
2288,241,5,,1,1,,761,,240300
2289,686,6,30,1,1,1,841,110,275990
2290,311,3,27,1,0,0,573,120,192840
2291,522,2,31,1,2,6,792,108,201528
2292,714,5,18,2,0,4,825,108,158436
2293,280,4,21,0,0,2,952,108,222696
2294,511,3,21,0,2,6,720,108,107244
2295,351,1,16,0,0,3,740,120,158640
2296,43,6,31,1,1,2,799,108,264708
2297,987,6,34,1,1,5,384,108,125064
2298,653,5,41,1,2,5,829,108,211464
2299,974,3,1,3,0,0,797,108,63936
2300,,5,7,3,0,3,685,108,43956
2301,5,1,6,3,1,,754,108,36396
2302,407,1,24,0,0,5,617,108,142020
2303,42,1,31,1,1,0,732,110,238370
2304,615,2,29,1,1,2,586,110,189970
2305,49,5,34,1,0,,669,108,255744
2306,357,4,11,3,0,6,806,120,91920
2307,870,3,30,1,0,1,810,110,316690
2308,587,1,13,3,2,2,800,108,53676
2309,885,4,5,3,0,2,631,120,57840
2310,952,6,12,3,0,4,746,110,77660
2311,427,1,13,3,1,3,639,120,64920
2312,152,1,,1,0,1,518,120,175440
2313,337,0,17,0,1,4,943,120,165720
2314,533,1,18,2,0,2,646,110,128150
2315,990,0,12,3,0,6,683,,72050
